,disease.filename,disease.name,disease.summary
377,Femur_fibula_ulna_syndrome,Femur fibula ulna syndrome ,"Femur-fibula-ulna syndrome (FFU syndrome) or femur-fibula-ulna complex is a very rare syndrome characterized by abnormalities of the femur (thigh bone), fibula (calf bone) and the ulna (forearm bone). There have been suggestions that FFU complex may be the same as proximal femoral focal deficiency (PFFD) although authors are currently in disagreement over whether or not the disorders are in fact separate. The breadth of the abnormality and number of limbs involved is considered sporadic although upper limbs are more affected than lower limbs and right side malformation is more prevalent than the left.[1] The condition was first noted by Lenz and Feldman in 1977.[2]"
378,Fetal_cytomegalovirus_syndrome,Congenital cytomegalovirus infection ,Congenital cytomegalovirus infection refers to a condition where cytomegalovirus is transmitted in the perinatal period.
379,Fetal_methyl_mercury_syndrome,Methylmercury ,Methylmercury (sometimes methyl mercury) is an organometallic cation with the formula [CH3Hg]+. It is a bioaccumulative environmental toxicant.[1]
380,Fetal_warfarin_syndrome,Fetal warfarin syndrome ,"Fetal warfarin syndrome (Dysmorphism due to warfarin, Warfarin embryopathy ) is a condition associated with administration of Warfarin during pregnancy.[1]"
381,FG_syndrome,FG syndrome ,"FG syndrome (FGS; also known as Opitz–Kaveggia syndrome) is a rare genetic syndrome caused by one or more recessive genes located on the X chromosome and causing physical anomalies and developmental delays. First reported by Opitz and Kaveggia in 1974,[1] its major clinical features include intellectual disability, hyperactivity, hypotonia (low muscle tone), and a characteristic facial appearance including macrocephaly (an abnormally large head).[2]"
382,Fibrodysplasia_ossificans_progressiva,Fibrodysplasia ossificans progressiva ,"Fibrodysplasia ossificans progressiva (FOP), sometimes referred to as stone man syndrome, is an extremely rare disease of the connective tissue. A mutation of the body's repair mechanism causes fibrous tissue (including muscle, tendon, and ligament) to be ossified spontaneously or when damaged. In many cases, injuries can cause joints to become permanently frozen in place. Surgical removal of the extra bone growths has been shown to cause the body to ""repair"" the affected area with more bone.[1]"
383,Fibrolipomatosis,Hamartoma ,"A hamartoma[2] is a benign,[3] focal malformation that resembles a neoplasm in the tissue of its origin. This is not a malignant tumor, and it grows at the same rate as the surrounding tissues. It is composed of tissue elements normally found at that site, but which are growing in a disorganized mass. They occur in many different parts of the body and are most often asymptomatic and undetected unless seen on an image taken for another reason."
384,Fibroma,Fibroma ,"Fibromas (or fibroid tumors or fibroids) are benign tumors that are composed of fibrous or connective tissue. They can grow in all organs, arising from mesenchyme tissue. The term ""fibroblastic"" or ""fibromatous"" is used to describe tumors of the fibrous connective tissue. When the term fibroma is used without modifier, it is usually considered benign, with the term fibrosarcoma reserved for malignant tumors."
385,Fisheye_disease,Fish-eye disease ,"Fish-eye disease is a genetic disorder involving a deficiency in lecithin—cholesterol acyltransferase (LCAT) metabolism.[1] While LCAT metabolism in familial LCAT deficiency is fully inactive, patients with fish-eye disease only have a partial deficiency of LCAT.[1] Carlson and Philipson found that the disease was named so because the cornea of the eye was so opaque or cloudy with dots of cholesterol that it resembled a boiled fish.[2]"
386,Floaters,Floater ,"Floaters are deposits of various size, shape, consistency, refractive index, and motility within the eye's vitreous humour, which is normally transparent.[1][2] At a young age, the vitreous is transparent, but as one ages, imperfections gradually develop. The common type of floater, which is present in most persons' eyes, is due to degenerative changes of the vitreous humour. The perception of floaters is known as myodesopsia,[3] or less commonly as myodaeopsia, myiodeopsia, myiodesopsia.[1] They are also called Muscae volitantes (Latin: ""flying flies""), or mouches volantes (from the French). Floaters are visible because of the shadows they cast on the retina[4] or refraction of the light that passes through them, and can appear alone or together with several others in one's visual field. They may appear as spots, threads, or fragments of cobwebs, which float slowly before the observer's eyes.[2] As these objects exist within the eye itself, they are not optical illusions but are entoptic phenomena."
387,Focal_facial_dermal_dysplasia,Focal facial dermal dysplasia ,"Focal facial dermal dysplasia (FFDD) is a rare genetically heterogeneous group of disorders that are characterized by congenital bilateral scar like facial lesions, with or without associated facial anomalies. It is characterized by hairless lesions with fingerprint like puckering of the skin, especially at the temples, due to alternating bands of dermal and epidermal atrophy."
388,Foix8093Alajouanine_syndrome,Foix–Alajouanine syndrome ,"Foix–Alajouanine syndrome is a disorder caused by an arteriovenous malformation of the spinal cord.[1] The patients present with symptoms indicating spinal cord involvement (paralysis of arms and legs, numbness and loss of sensation and sphincter dysfunction), and pathological examination reveals disseminated nerve cell death in the spinal cord and abnormally dilated and tortuous vessels situated on the surface of the spinal cord. Surgical treatment can be tried in some cases. If surgical intervention is contraindicated, corticosteroids may be used."
389,Follicular_lymphoma,Follicular lymphoma ,"Follicular lymphoma is the most common of the indolent non-Hodgkin's lymphomas, and the second-most-common form of non-Hodgkin's lymphomas overall. It is defined as a lymphoma of follicle center B-cells (centrocytes and centroblasts), which has at least a partially follicular pattern. It is positive for the B-cell markers CD10, CD19, CD22, and usually CD20,[1] but almost always negative for CD5.[2]"
390,Fox8093Fordyce_disease,Fox–Fordyce disease ,"Fox–Fordyce disease, or apocrine miliaria, is a chronic blockage of the sweat gland ducts with a secondary, non-bacterial inflammatory response to the secretions and cellular debris in the cysts.[1]Hidradenitis is very similar, but tends to have a secondary bacterial infection so that pus-draining sinuses are formed. It is a very devastating skin disease that does not have universally curative treatments. Many that have this disease avoid sweat-inducing activities and prefer swimming as their mode of exercise."
391,Fragile_X_syndrome_type_1,Fragile X syndrome ,"Fragile X syndrome (FXS), also known as Martin–Bell syndrome, or Escalante's syndrome (more commonly used in South American countries), is a genetic syndrome. Nearly half of all children with fragile X syndrome meet the criteria for a diagnosis of autism.[1] It is an inherited cause of intellectual disability especially among boys. It results in a spectrum of intellectual disabilities ranging from mild to severe as well as physical characteristics such as an elongated face, large or protruding ears, and large testes (macroorchidism), and behavioral characteristics such as stereotypic movements (e.g. hand-flapping), and social anxiety."
392,Francois_dyscephalic_syndrome,Hallermann–Streiff syndrome ,"Hallermann–Streiff syndrome (also known as oculomandibulofacial syndrome, François dyscephalic syndrome, Hallermann–Streiff–François syndrome, oculomandibulodyscephaly with hypotrichosis, Aubry syndrome, and Ullrich-Fremery-Dohna syndrome) is a congenital disorder that affects growth, cranial development, hair growth and dental development."
393,Freys_syndrome,Frey's syndrome ,"Frey's syndrome (also known as Baillarger’s syndrome, Dupuy’s syndrome, auriculotemporal syndrome,[1] or Frey-Baillarger syndrome) is a rare neurological disorder resulting from damage to or near the parotid glands responsible for making saliva, and from damage to the auriculotemporal nerve often from surgery.[1][2]"
394,Friedreichs_ataxia,Friedreich's ataxia ,"Friedreich's ataxia is an autosomal recessive inherited disease that causes progressive damage to the nervous system. It manifests in initial symptoms of poor coordination such as gait disturbance; it can also lead to scoliosis, heart disease and diabetes, but does not affect cognitive function. The disease progresses until a wheelchair is required for mobility. Its incidence in the general population is roughly 1 in 50,000."
395,Frontonasal_dysplasia,Frontonasal dysplasia ,"Frontonasal dysplasia (FND) (also known as median cleft face syndrome, frontonasal dysostosis, frontonasal malformation or Tessier cleft number 0/14) is a congenital malformation of the midface.[1] For the diagnosis of FND, a patient should present at least two of the following characteristics: hypertelorism (an increased distance between the eyes), a wide nasal root, vertical midline cleft of the nose and/or upper lip, cleft of the wings of the nose, malformed nasal tip, encephalocele (an opening of the skull with protrusion of the brain) or V-shaped hair pattern on the forehead.[1] The cause of FND remains unknown. FND seems to be sporadic (random) and multiple environmental factors are suggested as possible causes for the syndrome. However, in some families multiple cases of FND were reported, which suggests a genetic cause of FND.[2][3]"
396,Frontonasal_dysplasia_Klippel8093Feil_syndrome,Klippel–Feil syndrome ,"Klippel–Feil syndrome is a rare disease, initially reported in 1912 by Maurice Klippel and André Feil from France,[1] characterized by the congenital fusion of any 2 of the 7 cervical vertebrae.[2]:578 The syndrome occurs in a heterogeneous group of patients unified only by the presence of a congenital defect in the formation or segmentation of the cervical spine. Klippel–Feil syndrome can be identified by shortness of the neck. Those with the syndrome have a very low hairline and the ability of the neck to move is limited.[3]"
